0,设 A，B 为n阶矩阵， 则 $|-2(\begin{array}{cc}A^T & O \\ O & B^{-1}\end{array})|$ 等于(),$-2|A^T||B|$,$(-2)^{2n}|A||B|^{-1}$,$(-2)^n|A||B|^{-1}$,$-2|A||B|^{-1}$,B,答案是：C. $(-2)^n|A||B|^{-1}$解析如下：给定矩阵为 $\begin{pmatrix} A^T & O \\ O & B^{-1} \end{pmatrix}$，这是一个分块对角矩阵。对于分块对角矩阵，其行列式的值等于每个对角块行列式的乘积。因此，原式可以简化为 $|-2|A^T||B^{-1}||$。我们知道，$|A^T| = |A|$（转置矩阵的行列式等于原矩阵的行列式），且 $|B^{-1}| = |B|^{-1}$（逆矩阵的行列式等于原矩阵行列式的倒数）。所以，原式进一步化简为 $|-2||A||B|^{-1} = (-2)^n|A||B|^{-1}$。这里假设 $A$ 和 $B$ 都是 $n \times n$ 矩阵，因此 $|A^T| = |A|$ 中涉及的是 $n$ 次方的性质，而整个表达式中 $-2$ 的幂次也是 $n$。
1,设函数 $f(x)=\frac{1}{e^{\frac{x}{x-1}}-1}$， 则 ( ),$x=0， x=1$ 都是 $f(x)$ 的第一类间断点;,$x=0$ 是 $f(x)$ 的第一类间断点， $x=1$ 是 $f(x)$ 的第二类间断点;,$x=0， x=1$ 都是 $f(x)$ 的第二类间断点;,$x=0$ 是 $f(x)$ 的第二类间断点， $x=1$ 是 $f(x)$ 的第一类间断点,D,答案是：B. $x=0$ 是 $f(x)$ 的第一类间断点， $x=1$ 是 $f(x)$ 的第二类间断点;解析如下：- 对于 $x=0$，代入得到 $f(0) = \frac{1}{e^{\frac{0}{0-1}}-1} = \frac{1}{e^0 - 1} = \frac{1}{1-1} = \frac{1}{0}$，这是未定式 $\frac{1}{0}$ 形式，但更具体地分析极限，当 $x$ 接近 $0$ 时，$e^{\frac{x}{x-1}}$ 接近于无穷大，因此 $f(x)$ 接近于 $0$，所以 $x=0$ 是可去间断点，属于第一类间断点。- 对于 $x=1$，代入得到 $f(1)$ 的形式为 $\frac{1}{e^{\frac{1}{1-1}}-1} = \frac{1}{e^{\infty}-1}$，由于 $e^{\infty}$ 等于无穷大，所以分母趋向于无穷大，整个表达式趋向于 $0$，但是直接的形式导致了分母为 $0$，这表示在 $x=1$ 处函数没有定义，且不能通过重新定义来消除这种不连续性，因此 $x=1$ 是无穷间断点，属于第二类间断点。
2,下列各对函数中， ( ) 是相同的.,$f(x)=\ln x^3，g(x)=3 \ln x$,$f(x)=\ln x^2， g(x)=2 \ln x$,$f(x)=\sqrt{x^2}， g(x)=x$,$f(x)=\frac{x^2-1}{x+1}， g(x)=x-1$,A,答案是：D. $f(x)=\frac{x^2-1}{x+1}， g(x)=x-1$解析如下：- A选项：$f(x)=\ln x^3 = 3 \ln |x|$，而$g(x)=3 \ln x$，两者不完全相同，因为$\ln x$的定义域为$x>0$。- B选项：$f(x)=\ln x^2 = 2 \ln |x|$，而$g(x)=2 \ln x$，同样地，由于$\ln x$的定义域限制，两者不完全相同。- C选项：$f(x)=\sqrt{x^2} = |x|$，而$g(x)=x$，显然两者并不总是相等（例如当$x<0$时）。- D选项：$f(x)=\frac{x^2-1}{x+1} = \frac{(x-1)(x+1)}{x+1} = x-1$（当$x \neq -1$时），与$g(x)=x-1$在定义域上一致，因此这两个函数是相同的。
3,微分方程 $y^{\prime \prime}+2 y^{\prime}+2 y=\mathrm{e}^{-x} \sin x$ 的特解形式为 ( ).,$\mathrm{e}^{-x}(a \cos x+b \sin x)$,$\mathrm{e}^{-x}(a \cos x+b x \sin x)$,$\mathrm{e}^{-x}(a x \cos x+b \sin x)$,$x \mathrm{e}^{-x}(a \cos x+b \sin x)$,D,答案是：D. $x \mathrm{e}^{-x}(a \cos x+b \sin x)$解析：给定的微分方程为非齐次线性微分方程，其中右侧是 $\mathrm{e}^{-x} \sin x$。由于 $\mathrm{e}^{-x} \sin x$ 和 $\mathrm{e}^{-x} \cos x$ 都是该方程对应的齐次方程 $\mathrm{e}^{-x}(a \cos x + b \sin x)$ 的特征解的一部分，因此我们需要寻找一个特解形式，它包含一个因子 $x$ 以避免与齐次解的形式重叠。根据常数变易法或经验，特解形式应为 $x \mathrm{e}^{-x}(a \cos x+b \sin x)$，所以正确答案是 D。
4,设A为n阶方阵， 且 $|A| \neq 0$， 则（）.,以上都不对,由AX=BA， 可得X=B,当$(A，E)$经有限次初等变换变为$(E，B)$时， 有$A^{-1}=B$,A经初等列变换可变为单位阵$E$,D,答案是：C。当 $(A，E)$ 经有限次初等变换变为 $(E，B)$ 时，说明矩阵 $A$ 可逆，并且 $B = A^{-1}$。这是求逆矩阵的一种方法。其他选项不总是成立。例如，对于选项 B，即使有 $AX=BA$，也不能直接得出 $X=B$；对于选项 D，只有当矩阵 $A$ 通过初等行变换可以化为单位阵时，$A$ 才可逆，但题目条件并未说明可以通过初等行变换化为单位阵。
5,阶行列式 $D_4=\left|\begin{array}{cccc}a_1 & 0 & 0 & b_1 \\ 0 & a_2 & b_2 & 0 \\ 0 & b_3 & a_3 & 0 \\ b_4 & 0 & 0 & a_4\end{array}\right|$ 的值等于 ( ).,$\left(a_1 a_2-b_1 b_2\right)\left(a_3 a_4-b_3 b_4\right)$;,$\left(a_2 a_3-b_2 b_3\right)\left(a_1 a_4-b_1 b_4\right)$.,$a_1 a_2 a_3 a_4+b_1 b_2 b_3 b_4$;,$a_1 a_2 a_3 a_4-b_1 b_2 b_3 b_4$;,B,正确答案是 A. $\left(a_1 a_2-b_1 b_2\right)\left(a_3 a_4-b_3 b_4\right)$。解析：这个四阶行列式的结构表明，它可以通过分块矩阵的方式进行计算。我们可以将其视为两个二阶子行列式的乘积。具体来说，可以将原行列式分为两个二阶行列式相乘的形式：\[D_4 = \left|\begin{array}{cc}a_1 & b_1 \\ b_4 & a_4\end{array}\right| \cdot \left|\begin{array}{cc}a_2 & b_2 \\ b_3 & a_3\end{array}\right|\]根据二阶行列式的计算公式$\left|\begin{array}{cc}p & q \\ r & s\end{array}\right| = ps - qr$，可以分别计算这两个二阶行列式的值：- 第一个二阶行列式的值为 $a_1 a_4 - b_1 b_4$- 第二个二阶行列式的值为 $a_2 a_3 - b_2 b_3$因此，整个四阶行列式的值为 $(a_1 a_4 - b_1 b_4)(a_2 a_3 - b_2 b_3)$，即选项A。
6,函数 $f(x)=\frac{x-x^3}{\sin \pi x}$ 的可去间断点个数为（）,2,无穷多个,1,3,D,"首先，我们需要确定函数 $f(x)=\frac{x-x^3}{\sin \pi x}$ 在哪些点可能有间断点。这些点通常是分母为零但分子不为零的地方，或者是分子和分母同时为零但可以通过某种方式简化的地方。对于给定的函数，分母 $\sin \pi x = 0$ 当且仅当 $\pi x = n\pi$，即 $x = n$，其中 $n$ 是整数。因此，潜在的间断点是所有整数点 $x = n$。接下来，我们检查这些点是否是可去间断点。对于每个整数 $n$，我们需要检查 $\lim_{x \to n} f(x)$ 是否存在。考虑极限 $\lim_{x \to n} \frac{x - x^3}{\sin \pi x}$，由于 $\sin \pi x$ 在 $x=n$ 处的导数值为零（除了 $x=n$ 外），我们可以使用洛必达法则或者直接观察：- 对于 $x \to n^+$ 和 $x \to n^-$，$\sin \pi x$ 在 $x=n$ 处的值趋近于 0。- 分子在 $x=n$ 处的值也趋近于 $n - n^3$。然而，关键在于如何处理这种形式的极限。注意到 $\sin \pi x$ 在 $x=n$ 处的极限为0，而分子在这些点并不为0（除非 $n=0$ 或 $n=\pm1$）。但是，由于 $\sin \pi x$ 的周期性和其在 $x=n$ 处的行为，我们可以发现：- 当 $x$ 接近整数 $n$ 时，$\sin \pi x$ 会迅速接近0，但其变化率是有限的。- 分子 $x - x^3$ 在 $x=n$ 处的具体值决定了极限的存在性。通过分析或使用更深入的数学工具，可以证明对于 $n \neq 0, \pm1$，该极限不存在，因此这些点都是不可去间断点。然而，特别地，当 $n=0$ 时，我们有：\[ \lim_{x \to 0} \frac{x - x^3}{\sin \pi x} = \lim_{x"
7,设 $A，B$ 为随机事件， $P(A)=P(B)=\frac{3}{4}$， 则 $P(A-B)=\frac{1}{4}$ 成立的一个充分条 件为 ( ),$A=B$,$A B=\varnothing$,$A， B$ 相互独立,$A \bigcup B=\Omega$,D,答案是：B. $A \cap B = \varnothing$解析：$P(A-B) = P(A) - P(A \cap B)$。已知 $P(A) = \frac{3}{4}$，要使 $P(A-B) = \frac{1}{4}$ 成立，则需要 $P(A \cap B) = \frac{3}{4} - \frac{1}{4} = \frac{1}{2}$ 不一定成立，但若 $A \cap B = \varnothing$（即事件 $A$ 和事件 $B$ 互斥），则 $P(A \cap B) = 0$，从而 $P(A-B) = P(A) - 0 = \frac{3}{4}$，这与题目中的 $P(A-B) = \frac{1}{4}$ 不符，所以直接验证互斥条件显然不直接适用。然而，如果考虑互斥条件作为充分条件来确保 $P(A-B)$ 的特定值，实际上我们应寻找一个直接确保 $P(A \cap B) = \frac{1}{2}$ 的条件，而选项 B 实际上隐含了 $P(A \cap B) = 0$，从而直接满足 $P(A-B) = P(A) = \frac{3}{4}$ 与给定不符，但基于题目要求找一个使 $P(A-B)$ 确切为 $\frac{1}{4}$ 的充分条件，最直接的是确保 $P(A \cap B)$ 能够具体确定，因此更准确地理解题意，选项 B 在这里实际上是指 $A$ 和 $B$ 没有共同发生的部分，间接支持了 $P(A-B) = P(A) - 0 = \frac{3}{4}$ 不直接等于 $\frac{1}{4}$，但基于直接求解 $P(A-B) = \frac{1}{4}$ 的逻辑，我们需要 $P(A \cap B)$ 的具体值调整，正确的逻辑应直接指向互斥条件作为确保特定概率差的条件，即 **B** 是通过排除法和逻辑推理得出的最符合题意的答案。
8,设 $A，B$ 为n阶非零矩阵， 且AB=0$. 则A和B的秩,一个小于n，一个等于n,都小于n,都等于n,必有一个等于零,B,答案是：B. 都小于n解析：如果两个n阶矩阵A和B相乘得到零矩阵（即AB=0），那么可以推断出A和B的行（或列）向量组线性相关。这意味着它们的秩都必须小于n。选项A、C和D都不全面或者不准确描述了这种情况下矩阵A和B的秩的关系。
9,具有特解 $y_1=e^{-x}， y_2=2xe^{-x}， y_3=3e^x$ 的三阶常系数齐次线性方程是 () .,$y'''-2y''-y'+2y=0$,$y'''+y''-y'-y=0$,$y'''-y''-y'+y=0$,$y'''-6y''+11y'-6y=0$,B,"答案是：D. $y'''-6y''+11y'-6y=0$解析如下：给定的特解为 $y_1=e^{-x}$, $y_2=2xe^{-x}$, $y_3=3e^x$。我们可以根据这些特解来推断对应的特征根和微分方程的形式。1. 对于 $y_1=e^{-x}$，对应的特征根是 $r=-1$。2. 对于 $y_2=2xe^{-x}$，可以看作是由特征根 $r=-1$ 与对应齐次解 $y=c_1e^{-x}$ 通过求导得到的，这表明 $r=-1$ 是二重根（因为需要一个线性无关的解 $y_2=2xe^{-x}$ 来补充）。3. 对于 $y_3=3e^x$，对应的特征根是 $r=1$。因此，该齐次线性微分方程的特征多项式应该是 $(r+1)^2(r-1)$，将其展开得到：\[ (r+1)^2(r-1) = (r^2 + 2r + 1)(r - 1) = r^3 + r^2 - r - 1 \]将特征多项式转换为微分方程的形式，我们得到：\[ y''' + y'' - y' - y = 0 \]但是，这并不是选项中的形式，我们需要检查给出的选项，找到与上述特征多项式相匹配的形式。通过对比，选项 D. $y'''-6y''+11y'-6y=0$ 的特征多项式是 $(r-1)(r-2)(r-3)$，即 $r^3 - 6r^2 + 11r - 6 = 0$，这与通过特解反推的特征多项式相匹配，表明选项 D 正确。"
