0,"设集合$M=\left\{ -1,0,2,8 \right\},N=\left\{x|x\leqslant 2 \right\}$ ，则 $M\cap N =$","{—1,0,1} ","{0,1,2} ","{0,1} ","{—1,0,1,2} ",D,D
1,命题“若⼀个数是负数，则它的平⽅是正数”的逆命题是,“若⼀个数的平⽅是正数，则它是负数”,“若⼀个数不是负数，则它的平⽅不是正数”,“若⼀个数是负数，则它的平⽅不是正数”,“若⼀个数的平⽅不是正数，则它不是负数”,A,A
2,若数列${a_n}$的通项公式是$a_n=2(n+1)+3$则此数列,是公差为5的等差数列,不是等差数列,是公差为2的等差数列 ,是公差为3的等差数列,C,A. 是公差为5的等差数列
3,在△ABC中，a，b，c分别是⻆A，B，C所对的边，且a＝6，b＝8，A＝30°，则满⾜条件的三⻆形有,无数个,1个,0个,2个,D,"D解析：根据正弦定理 \(\frac{a}{\sin A} = \frac{b}{\sin B}\)，代入给定值 \(a = 6, b = 8, A = 30^\circ\)，可以得到 \(\frac{6}{\sin 30^\circ} = \frac{8}{\sin B}\)。由于 \(\sin 30^\circ = \frac{1}{2}\)，则 \(\frac{6}{\frac{1}{2}} = 12 = \frac{8}{\sin B}\)，从而得到 \(\sin B = \frac{8}{12} = \frac{2}{3}\)。因为 \(\sin B = \frac{2}{3}\) 有两解（一个锐角解和一个钝角解），但考虑到 \(a < b\)，根据大边对大角的原则，B 必须是锐角，所以只有一解，因此满足条件的三角形只有1个。"
4,设$\bigtriangleup ABC$的内角A，B，C所对边的长分别是a，b，c，若$a^{2}=b^{2}+c^{2}-bc$，则A=,$2\frac{\pi}{3}$,$\frac{\pi}{4}$,$\frac{\pi}{6}$,$\frac{\pi}{3}$,D,D
5,下列正确的是,{0}=0 ,0属于{0} ,以上都不对,0真包含于{0},B,B
6,设等比数列{a_n}的前n项的和为S_n，若S_10:S_5=1:2，则S_15:S_5等于,2:3,1:3,1:2,3:4,D,D
7,某学院的A，B，C三个专业共有1200名学⽣，为了调查这些学⽣勤⼯俭学的情况，拟采⽤分层抽样的⽅法抽取⼀个容量为120的样本．已知该学院的A专业有380名学⽣，B专业有420名学⽣，则在该学院的C专业应抽取的学⽣是 ,120名,38名,40名,42名,A,C
8,"已知a=log_{2}0.2, b=2^0.2, c=0.2^0.3，则",a<b<c,c<a<b,b<c<a,a<c<b,D,D
9,某校现有⾼⼀学⽣210⼈，⾼⼆学⽣270⼈，⾼三学⽣300⼈，⽤分层抽样的⽅法从这三个年级的学⽣中随机抽取n名学⽣进⾏问卷调查，如果已知从⾼⼀学⽣中抽取的⼈数为7，那么从⾼三学⽣中抽取的⼈数应为,9,26,25,10,D,A
10,下列元素中属于集合{x|x=2k k是⾃然数}的是,-2,3,10,7,C,C
11,"在$\bigtriangleup ABC$中，$cos\frac{C}{2}=\frac{\sqrt{5}}{5},BC=1, AC=5$，则AB等于",$2\sqrt{5}$,$4\sqrt{2}$,$\sqrt{29}$,$\sqrt{30}$,B,C. $\sqrt{29}$解析如下：首先，利用半角公式计算得到$cosC = 2(\frac{\sqrt{5}}{5})^2 - 1 = \frac{2 \times 5 - 25}{25} = -\frac{3}{5}$。根据余弦定理，我们有：\[AB^2 = AC^2 + BC^2 - 2 \cdot AC \cdot BC \cdot cosC\]将已知值代入得：\[AB^2 = 5^2 + 1^2 - 2 \cdot 5 \cdot 1 \cdot (-\frac{3}{5}) = 25 + 1 + 6 = 32\]所以，$AB = \sqrt{32} = \sqrt{16 \cdot 2} = 4\sqrt{2}$，但这是错误的推导，正确的计算应该是：\[AB^2 = 5^2 + 1^2 - 2 \cdot 5 \cdot 1 \cdot (-\frac{3}{5}) = 25 + 1 + 6 = 32\]纠正后的结果是：\[AB = \sqrt{25 + 1 + 6} = \sqrt{30}\]因此，正确答案是D. $\sqrt{30}$，但基于提供的选项，正确的选项应为C. $\sqrt{29}$，这可能是因为原始计算中的一个假设错误导致了选项不匹配。正确处理后，应该使用正确的公式和数值来得出正确答案。
12,"若x\in R, 则“x>1” 是 ""|x|>1""的",既⾮充分也⾮必要条件,充分⾮必要条件,充分必要条件,必要⾮充分条件,B,B
13,在集合﹛1，2，3，4…，10﹜中任取⼀个元素，所取元素恰好满⾜⽅程cos（30°•x ）= 1/2 的概率为,1/5,1/4,1/6,1/3,A,A
14,下列求导运算正确的事,(x^3)'=3x^2,(x^2 cos(x))'=-2xsin(x),(x^2+1)'=2x+1,(1/x)'=1/x^2,A,A
15,已知函数$f(3x)=log_{2}\sqrt{(9x+1)/2}，则f(1)的值为,1/2,2,1,log_{2}\sqrt{5},A,A
16,函数$y=log(x^{2}-1)$的定义域是,"$[-1,1]$","$(-\infty ,-1]\cup[1,+\infty)$","$(-\infty ,-1)\cup(1,+\infty)$","$(-1,1)$",C,C
17,已知集合$A={x|y=\sqrt{4-x^4}}$，集合$B={x|x>=a}$，则$A\subseteq B$的一个充分不必要条件是,"(-\inf,-2)","[2,+\inf)","(-\inf,-2]","(2,+?)",A,"答案是：B解析：集合$A=\{x|y=\sqrt{4-x^4}\}$表示的是函数$y=\sqrt{4-x^4}$的定义域。要使根号内的表达式非负，即$4-x^4 \geq 0$，解得$x^4 \leq 4$，进一步得到$- \sqrt[4]{4} \leq x \leq \sqrt[4]{4}$，即$- \sqrt{2} \leq x \leq \sqrt{2}$，因此$A=[-\sqrt{2}, \sqrt{2}]$。集合$B=\{x|x \geq a\}$。对于$A \subseteq B$，集合$A$中的所有元素都必须属于集合$B$，即$[-\sqrt{2}, \sqrt{2}]$中的所有$x$值都应满足$x \geq a$。这意味着$a$必须小于等于$\sqrt{2}$，但不能取到$\sqrt{2}$，否则$A$的左端点会包含在$B$中，这将导致$A$不是严格子集于$B$。所以$a$应该取到$-\sqrt{2}$以确保$A$是严格子集于$B$，但不包括$-\sqrt{2}$本身。因此，一个充分不必要条件是$a$大于$\sqrt{2}$，即$(2, +\infty)$，故选项B是正确的。"
18,在空间中，下列命题正确的是,平⾏于同⼀直线的两个平⾯平⾏,垂直于同⼀平⾯的两条直线平⾏,平⾏于同⼀平⾯的两条直线平⾏,垂直于同⼀直线的两条直线平⾏,B,B
19,在正方体ABCD-A1B2C1D1中，BB1与平面ACD1所成角的余弦值为,\sqrt{3}/2,2/3,\sqrt{2}/3,\sqrt{6}/3,D,D
20,圆x^2+y^2-2x-2y+1=0上的点到直线x-y=2的距离最大的是,1+2\sqrt{2},2,1+\sqrt{2}/2,1+\sqrt{2},D,"A解析：首先化简圆的方程 \(x^2 + y^2 - 2x - 2y + 1 = 0\) 为标准形式 \((x-1)^2 + (y-1)^2 = 1\)，表示一个圆心在 \((1,1)\) 半径为 \(1\) 的圆。求圆上点到直线 \(x-y=2\) 距离的最大值，需要计算圆心到直线的距离并加上圆的半径。直线 \(x-y=2\) 可以写成 \(x-y-2=0\) 形式，圆心 \((1,1)\) 到直线的距离 \(d=\frac{|1-1-2|}{\sqrt{1^2+(-1)^2}}=\frac{2}{\sqrt{2}}=\sqrt{2}\)，因此最大距离为 \(\sqrt{2}+1\)。但是，此题问的是哪个选项最接近或正确表述了最大距离。根据选项，\(1+2\sqrt{2}\) 不符合，而 \(1+\sqrt{2}\) 接近但不是完全准确。实际上，根据计算，正确表达应为 \(1+\sqrt{2}\)，但考虑到选项设置，选择A（\(1+2\sqrt{2}\)）可能是因为它最接近实际值，尽管不完全精确。然而，基于给出的选项，正确答案是C（2），这可能是题目设定或选项描述的一个特殊考量。"
21,若$\sin\alpha * \cos\alpha > 0$，则\alpha在,第一、四象限,第一、二象限,第一、三象限,第二、四象限,C,C
22,同时抛掷两枚质地均匀的硬币，则出现两个正面朝上的概率是,$\frac{1}{8}$,$\frac{1}{4}$,$\frac{1}{2}$,$\frac{1}{3}$,B,B
23,在三角形ABC中，sinA:sinB:sinC=3:2:4，则cosC的值为,-2/3,-1/4,2/3,1/4,B,A
24,"600是数列1*2,2*3,3*4，...的第",25项,24项 ,30项,20项 ,B,"题目：600是数列1*2,2*3,3*4，...的第几项？A. 25项B. 24项 C. 30项D. 20项 答案是：B解析：数列的通项公式为 \(n(n+1)\)，设600是数列的第n项，则有 \(n(n+1) = 600\)。解这个方程可以找到合适的n值。通过尝试或计算，发现当 \(n=24\) 时，\(24 \times 25 = 600\)，因此600是数列的第24项。"
25,"设$z=(3-i)/(1+2i)$,则|z|=",2,1,sqrt{3},sqrt{2},D,答案是：A
